,Type,Sex,Size,Age,Outcome Type,Intake Condition,First_Color,Second_Color,First Breed,Second Breed
517,DOG,Female,MED,7.95,EUTHANIZE,UNTREATABLE,TAN,BLACK,QUEENSLAND HEEL,AUST SHEPHERD
523,DOG,Male,MED,6.98,ADOPTION,HEALTHY,RED,BLACK,MIX,Other
524,CAT,Female,SMALL,10.01,ADOPTION,HEALTHY,WHITE,BLACK,DOMESTIC SH,
528,CAT,Male,SMALL,7.51,ADOPTION,TREATABLE/REHAB,Other,,Other,
531,DOG,Female,MED,2.06,ADOPTION,HEALTHY,WHITE,,POODLE MIN,Other
533,CAT,Male,SMALL,4.64,ADOPTION,HEALTHY,WHITE,GRAY,DOMESTIC SH,
534,CAT,Female,SMALL,17.01,EUTHANIZE,UNTREATABLE,BLACK,,DOMESTIC SH,
536,CAT,Female,SMALL,4.0,ADOPTION,HEALTHY,LYNX PT,,MIX,Other
542,DOG,Male,LARGE,4.0,EUTHANIZE,UNTREATABLE,BROWN,,PIT BULL,MIX
543,CAT,Male,SMALL,1.98,EUTHANIZE,UNTREATABLE,BRN TABBY,,DOMESTIC MH,
544,DOG,Female,TOY,0.5,ADOPTION,HEALTHY,TRICOLOR,,CHIHUAHUA SH,
547,CAT,Male,KITTN OR PUPPY,0.25,ADOPTION,HEALTHY,BLACK,,DOMESTIC SH,
548,CAT,Female,KITTN OR PUPPY,0.24,ADOPTION,HEALTHY,WHITE,BRN TABBY,DOMESTIC SH,
549,CAT,Female,KITTN OR PUPPY,0.24,ADOPTION,HEALTHY,BLACK,,DOMESTIC LH,
550,CAT,Male,KITTN OR PUPPY,0.24,ADOPTION,HEALTHY,WHITE,BRN TABBY,DOMESTIC SH,
552,DOG,Male,MED,3.99,EUTHANIZE,UNTREATABLE,WHITE,BLACK,PIT BULL,
554,DOG,Female,MED,6.97,ADOPTION,HEALTHY,TAN,BLACK,Other,
555,DOG,Female,KITTN OR PUPPY,0.19,ADOPTION,HEALTHY,TAN,BLACK,ROTTWEILER,LABRADOR RETR
557,DOG,Female,SMALL,1.0,ADOPTION,HEALTHY,BROWN,,CHIHUAHUA SH,
558,CAT,Male,SMALL,4.0,ADOPTION,TREATABLE/REHAB,BRN TABBY,,DOMESTIC SH,
560,CAT,Female,SMALL,0.33,ADOPTION,HEALTHY,WHITE,BRN TABBY,DOMESTIC MH,
563,CAT,Male,MED,10.0,ADOPTION,TREATABLE/MANAGEABLE,WHITE,BLACK,DOMESTIC SH,
564,DOG,Female,LARGE,2.31,EUTHANIZE,TREATABLE/MANAGEABLE,WHITE,BLACK,PIT BULL,MIX
567,DOG,Male,SMALL,2.98,ADOPTION,HEALTHY,WHITE,BROWN,Other,
568,CAT,Female,SMALL,1.0,ADOPTION,HEALTHY,WHITE,BRN TABBY,DOMESTIC SH,
569,DOG,Female,TOY,0.83,ADOPTION,HEALTHY,WHITE,BLACK,CHIHUAHUA SH,MIX
570,DOG,Female,SMALL,0.52,ADOPTION,HEALTHY,TAN,GRAY,CHIHUAHUA SH,
572,DOG,Female,SMALL,0.52,ADOPTION,HEALTHY,WHITE,TAN,CHIHUAHUA SH,
573,DOG,Female,SMALL,0.31,ADOPTION,TREATABLE/REHAB,BROWN,,CHIHUAHUA SH,
574,CAT,Female,SMALL,2.99,ADOPTION,HEALTHY,WHITE,BRN TABBY,DOMESTIC SH,
576,CAT,Female,SMALL,1.79,ADOPTION,TREATABLE/REHAB,WHITE,BLACK,DOMESTIC SH,
577,CAT,Male,SMALL,4.0,ADOPTION,HEALTHY,ORG TABBY,Other,DOMESTIC SH,
580,DOG,Female,LARGE,14.18,ADOPTION,TREATABLE/MANAGEABLE,Other,,PIT BULL,Other
581,CAT,Female,SMALL,3.0,ADOPTION,TREATABLE/REHAB,Other,,DOMESTIC SH,
582,DOG,Male,SMALL,0.98,ADOPTION,HEALTHY,Other,,POODLE MIN,
585,CAT,Male,SMALL,1.98,EUTHANIZE,UNTREATABLE,BRN TABBY,,DOMESTIC SH,
586,DOG,Female,MED,2.0,ADOPTION,HEALTHY,WHITE,BLUE,PIT BULL,
589,DOG,Male,LARGE,1.0,ADOPTION,HEALTHY,BR BRINDLE,,Other,
590,CAT,Male,SMALL,10.01,ADOPTION,HEALTHY,WHITE,Other,Other,
591,DOG,Female,MED,2.0,ADOPTION,HEALTHY,WHITE,Other,SHIH TZU,
592,DOG,Male,TOY,1.96,ADOPTION,HEALTHY,TAN,Other,YORKSHIRE TERR,
593,DOG,Male,TOY,1.0,ADOPTION,HEALTHY,TAN,GRAY,YORKSHIRE TERR,
594,CAT,Female,SMALL,10.01,ADOPTION,HEALTHY,WHITE,Other,Other,
595,DOG,Male,MED,4.97,ADOPTION,HEALTHY,WHITE,BR BRINDLE,PIT BULL,MIX
600,CAT,Male,SMALL,8.01,ADOPTION,HEALTHY,Other,,DOMESTIC SH,
601,CAT,Female,SMALL,6.0,ADOPTION,HEALTHY,WHITE,BLACK,DOMESTIC SH,
602,CAT,Female,SMALL,2.0,ADOPTION,HEALTHY,BLACK,,DOMESTIC SH,
603,DOG,Female,SMALL,9.99,ADOPTION,TREATABLE/MANAGEABLE,WHITE,Other,PARSON RUSS TER,
604,DOG,Female,TOY,2.0,ADOPTION,HEALTHY,TAN,,CHIHUAHUA SH,
606,CAT,Female,SMALL,3.0,ADOPTION,HEALTHY,WHITE,BLACK,DOMESTIC SH,
608,DOG,Female,MED,2.0,EUTHANIZE,HEALTHY,WHITE,BROWN,PIT BULL,
609,CAT,Female,SMALL,0.5,ADOPTION,HEALTHY,BLACK,,DOMESTIC SH,
611,DOG,Male,LARGE,1.0,EUTHANIZE,TREATABLE/MANAGEABLE,TAN,,PIT BULL,
613,DOG,Male,MED,0.95,ADOPTION,HEALTHY,WHITE,BROWN,PIT BULL,
614,DOG,Male,MED,6.52,ADOPTION,HEALTHY,WHITE,TAN,PARSON RUSS TER,CHIHUAHUA SH
618,DOG,Female,LARGE,3.96,EUTHANIZE,TREATABLE/MANAGEABLE,WHITE,BLUE,PIT BULL,
619,CAT,Female,MED,1.0,EUTHANIZE,UNTREATABLE,WHITE,Other,DOMESTIC SH,
620,DOG,Male,LARGE,15.01,EUTHANIZE,TREATABLE/MANAGEABLE,BLACK,,LABRADOR RETR,
623,DOG,Male,LARGE,1.36,EUTHANIZE,TREATABLE/MANAGEABLE,WHITE,BLACK,PIT BULL,
624,DOG,Female,SMALL,0.29,ADOPTION,TREATABLE/REHAB,BR BRINDLE,,QUEENSLAND HEEL,MIX
625,DOG,Female,SMALL,2.98,ADOPTION,TREATABLE/REHAB,Other,,Other,
626,DOG,Female,SMALL,0.41,ADOPTION,HEALTHY,TAN,BLACK,GERM SHEPHERD,
627,DOG,Female,MED,2.0,ADOPTION,HEALTHY,WHITE,,POODLE MIN,Other
628,DOG,Female,MED,1.0,ADOPTION,TREATABLE/REHAB,WHITE,TAN,QUEENSLAND HEEL,MIX
630,DOG,Female,TOY,0.15,ADOPTION,TREATABLE/REHAB,BROWN,,CHIHUAHUA SH,
631,DOG,Female,TOY,0.15,ADOPTION,TREATABLE/REHAB,WHITE,,CHIHUAHUA SH,
632,DOG,Female,SMALL,2.06,ADOPTION,HEALTHY,WHITE,BLACK,Other,CAIRN TERRIER
637,CAT,Female,SMALL,11.09,ADOPTION,TREATABLE/REHAB,BRN TABBY,,Other,
638,DOG,Male,SMALL,8.01,ADOPTION,HEALTHY,TAN,,CHIHUAHUA SH,
646,DOG,Male,KITTN OR PUPPY,0.16,ADOPTION,HEALTHY,Other,,PARSON RUSS TER,
648,DOG,Male,MED,0.75,EUTHANIZE,TREATABLE/MANAGEABLE,WHITE,BLACK,PIT BULL,
650,DOG,Male,SMALL,5.44,ADOPTION,HEALTHY,WHITE,Other,RAT TERRIER,
651,DOG,Male,SMALL,1.98,ADOPTION,HEALTHY,WHITE,BLACK,PARSON RUSS TER,MIX
655,DOG,Female,TOY,7.98,ADOPTION,TREATABLE/REHAB,BROWN,,YORKSHIRE TERR,
656,DOG,Female,MED,5.04,ADOPTION,TREATABLE/MANAGEABLE,Other,,MIX,Other
660,DOG,Female,KITTN OR PUPPY,0.22,ADOPTION,HEALTHY,WHITE,BLACK,PIT BULL,
669,DOG,Male,LARGE,1.48,EUTHANIZE,HEALTHY,TAN,BLACK,GERM SHEPHERD,MIX
670,DOG,Female,LARGE,4.95,EUTHANIZE,TREATABLE/MANAGEABLE,BR BRINDLE,,PIT BULL,MIX
672,DOG,Male,SMALL,2.0,ADOPTION,HEALTHY,WHITE,TAN,CHIHUAHUA SH,MIX
674,DOG,Male,SMALL,0.31,ADOPTION,HEALTHY,TAN,BLACK,MIN PINSCHER,
675,DOG,Male,SMALL,4.98,ADOPTION,HEALTHY,BROWN,BLACK,MIN PINSCHER,CHIHUAHUA SH
678,DOG,Male,SMALL,1.98,EUTHANIZE,UNTREATABLE,TAN,,CHIHUAHUA SH,MIX
679,DOG,Male,MED,1.04,EUTHANIZE,HEALTHY,WHITE,BLACK,PIT BULL,LABRADOR RETR
684,CAT,Male,SMALL,1.98,EUTHANIZE,UNTREATABLE,WHITE,BLACK,DOMESTIC SH,
685,DOG,Female,MED,1.25,EUTHANIZE,TREATABLE/MANAGEABLE,WHITE,BLACK,PIT BULL,
686,CAT,Male,SMALL,17.01,EUTHANIZE,UNTREATABLE,WHITE,BLACK,DOMESTIC SH,
687,DOG,Female,LARGE,5.23,ADOPTION,TREATABLE/MANAGEABLE,RED,,PIT BULL,MIX
689,CAT,Male,SMALL,1.81,ADOPTION,TREATABLE/REHAB,BRN TABBY,,DOMESTIC SH,
692,DOG,Male,SMALL,3.98,ADOPTION,HEALTHY,BLACK,Other,PUG,
694,DOG,Female,MED,2.58,EUTHANIZE,TREATABLE/MANAGEABLE,WHITE,Other,PIT BULL,
706,CAT,Male,SMALL,5.99,ADOPTION,HEALTHY,WHITE,BRN TABBY,Other,
708,DOG,Male,MED,0.2,ADOPTION,HEALTHY,WHITE,Other,MIX,Other
709,DOG,Male,LARGE,8.22,ADOPTION,HEALTHY,TAN,BLACK,GERM SHEPHERD,MIX
712,DOG,Female,MED,2.95,EUTHANIZE,TREATABLE/MANAGEABLE,WHITE,BLUE,PIT BULL,MIX
714,DOG,Female,MED,1.5,ADOPTION,HEALTHY,TAN,,CHIHUAHUA SH,
716,CAT,Male,SMALL,2.0,ADOPTION,HEALTHY,WHITE,GRAY,DOMESTIC MH,
725,CAT,Male,LARGE,2.0,EUTHANIZE,UNTREATABLE,BLACK,,DOMESTIC SH,
730,DOG,Male,TOY,3.08,ADOPTION,TREATABLE/REHAB,TAN,BLACK,DACHSHUND,
731,DOG,Male,LARGE,3.97,ADOPTION,HEALTHY,WHITE,BROWN,PIT BULL,
733,DOG,Male,LARGE,4.0,EUTHANIZE,TREATABLE/MANAGEABLE,WHITE,BR BRINDLE,MIX,Other
735,DOG,Female,MED,2.0,ADOPTION,HEALTHY,WHITE,Other,CHIHUAHUA SH,
738,CAT,Female,SMALL,5.0,EUTHANIZE,UNTREATABLE,Other,,DOMESTIC MH,
739,DOG,Male,LARGE,3.0,EUTHANIZE,UNTREATABLE,WHITE,BLACK,PIT BULL,MIX
740,DOG,Female,SMALL,1.5,ADOPTION,HEALTHY,WHITE,BLACK,MIX,Other
741,DOG,Female,LARGE,0.33,ADOPTION,HEALTHY,WHITE,BROWN,Other,
742,CAT,Male,SMALL,5.97,EUTHANIZE,UNTREATABLE,GRAY,,DOMESTIC MH,
745,CAT,Female,SMALL,6.05,ADOPTION,HEALTHY,WHITE,BRN TABBY,DOMESTIC SH,
747,DOG,Female,SMALL,3.0,ADOPTION,HEALTHY,WHITE,BROWN,CHIHUAHUA SH,
750,CAT,Male,SMALL,14.0,EUTHANIZE,UNTREATABLE,BLACK,,DOMESTIC SH,
754,DOG,Male,SMALL,2.98,ADOPTION,HEALTHY,BROWN,BLACK,CHIHUAHUA SH,
757,DOG,Female,LARGE,1.13,ADOPTION,HEALTHY,WHITE,TAN,PIT BULL,
758,CAT,Male,KITTN OR PUPPY,0.01,EUTHANIZE,HEALTHY,BLACK,,DOMESTIC SH,
759,DOG,Male,KITTN OR PUPPY,0.58,EUTHANIZE,UNTREATABLE,WHITE,BR BRINDLE,PIT BULL,MIX
760,DOG,Male,MED,1.02,EUTHANIZE,HEALTHY,WHITE,BROWN,PIT BULL,
761,DOG,Male,LARGE,2.98,EUTHANIZE,UNTREATABLE,WHITE,BLACK,PIT BULL,
762,CAT,Female,SMALL,9.56,ADOPTION,HEALTHY,WHITE,,DOMESTIC SH,
763,DOG,Female,TOY,7.01,ADOPTION,HEALTHY,TAN,BLACK,CHIHUAHUA SH,
765,CAT,Female,SMALL,5.0,ADOPTION,HEALTHY,CALICO,,DOMESTIC MH,
767,DOG,Male,SMALL,8.17,ADOPTION,HEALTHY,WHITE,TAN,DACHSHUND,CHIHUAHUA SH
768,DOG,Male,SMALL,3.98,ADOPTION,HEALTHY,WHITE,BROWN,CHIHUAHUA SH,MIX
769,CAT,Male,SMALL,1.98,EUTHANIZE,HEALTHY,WHITE,BLACK,DOMESTIC SH,
778,DOG,Female,SMALL,3.0,ADOPTION,HEALTHY,BROWN,,CHIHUAHUA SH,MIX
779,CAT,Female,SMALL,0.67,EUTHANIZE,HEALTHY,WHITE,BRN TABBY,DOMESTIC SH,
780,DOG,Female,SMALL,5.0,ADOPTION,HEALTHY,BLACK,,CHIHUAHUA SH,
782,DOG,Female,MED,1.0,ADOPTION,HEALTHY,WHITE,GRAY,SIBERIAN HUSKY,
785,DOG,Female,MED,2.08,ADOPTION,HEALTHY,WHITE,BLUE,PIT BULL,
786,CAT,Female,SMALL,14.01,EUTHANIZE,HEALTHY,ORG TABBY,,DOMESTIC MH,
787,CAT,Female,KITTN OR PUPPY,0.08,ADOPTION,HEALTHY,LYNX PT,,DOMESTIC LH,
788,CAT,Female,KITTN OR PUPPY,0.08,ADOPTION,TREATABLE/REHAB,WHITE,BLACK,DOMESTIC MH,
789,CAT,Female,SMALL,0.99,ADOPTION,HEALTHY,BLACK,,DOMESTIC SH,
790,DOG,Male,TOY,0.33,ADOPTION,HEALTHY,WHITE,,CHIHUAHUA SH,MIX
796,DOG,Male,SMALL,0.3,ADOPTION,HEALTHY,WHITE,TAN,CHIHUAHUA SH,
797,CAT,Female,KITTN OR PUPPY,0.08,ADOPTION,TREATABLE/REHAB,BLACK,,DOMESTIC SH,
798,CAT,Female,SMALL,1.98,EUTHANIZE,UNTREATABLE,TORTIE,,DOMESTIC LH,
799,CAT,Female,SMALL,10.01,ADOPTION,HEALTHY,WHITE,GRAY,DOMESTIC LH,
800,DOG,Female,SMALL,3.95,EUTHANIZE,UNTREATABLE,WHITE,BR BRINDLE,PIT BULL,
801,DOG,Male,LARGE,0.75,EUTHANIZE,HEALTHY,WHITE,BLUE,PIT BULL,
803,DOG,Male,TOY,2.95,ADOPTION,HEALTHY,WHITE,BROWN,CHIHUAHUA SH,
804,DOG,Female,TOY,2.94,ADOPTION,HEALTHY,WHITE,,CHIHUAHUA SH,
806,DOG,Male,TOY,2.95,ADOPTION,HEALTHY,WHITE,GRAY,CHIHUAHUA SH,
811,DOG,Female,LARGE,3.99,EUTHANIZE,HEALTHY,TAN,BLACK,GERM SHEPHERD,
812,DOG,Female,SMALL,0.31,ADOPTION,HEALTHY,Other,,CHIHUAHUA SH,
813,CAT,Male,X-LRG,10.01,ADOPTION,HEALTHY,Other,,DOMESTIC LH,
816,DOG,Male,SMALL,2.99,ADOPTION,HEALTHY,BROWN,,CHIHUAHUA SH,
817,DOG,Female,MED,1.96,EUTHANIZE,UNTREATABLE,WHITE,BLUE,PIT BULL,
820,CAT,Male,SMALL,11.01,EUTHANIZE,UNTREATABLE,BLACK,,DOMESTIC LH,
822,DOG,Female,MED,0.58,ADOPTION,HEALTHY,WHITE,BR BRINDLE,PIT BULL,
823,DOG,Female,MED,5.96,ADOPTION,HEALTHY,WHITE,BLACK,LABRADOR RETR,MIX
827,DOG,Male,MED,0.58,ADOPTION,HEALTHY,WHITE,BR BRINDLE,PIT BULL,
830,DOG,Male,SMALL,8.61,ADOPTION,HEALTHY,TAN,,CHIHUAHUA SH,
832,DOG,Male,SMALL,4.0,ADOPTION,HEALTHY,TAN,,PARSON RUSS TER,
834,CAT,Male,SMALL,3.88,ADOPTION,HEALTHY,WHITE,BLACK,DOMESTIC SH,
837,CAT,Male,SMALL,2.65,ADOPTION,HEALTHY,BLACK,,DOMESTIC MH,
839,CAT,Male,SMALL,2.83,ADOPTION,HEALTHY,BRN TABBY,,DOMESTIC SH,
842,CAT,Male,SMALL,1.98,EUTHANIZE,UNTREATABLE,GRAY,,DOMESTIC MH,
843,DOG,Female,MED,2.0,ADOPTION,HEALTHY,BLACK,,LABRADOR RETR,BORDER COLLIE
848,DOG,Female,MED,2.33,ADOPTION,HEALTHY,WHITE,TAN,PIT BULL,
849,CAT,Female,SMALL,12.79,EUTHANIZE,TREATABLE/MANAGEABLE,WHITE,BRN TABBY,DOMESTIC SH,
850,DOG,Male,MED,0.93,ADOPTION,HEALTHY,WHITE,BROWN,PIT BULL,MIX
852,DOG,Male,KITTN OR PUPPY,0.55,ADOPTION,HEALTHY,WHITE,TAN,PIT BULL,
859,CAT,Male,SMALL,3.0,ADOPTION,HEALTHY,GRAY,,DOMESTIC SH,
863,CAT,Male,KITTN OR PUPPY,0.04,ADOPTION,TREATABLE/REHAB,WHITE,BRN TABBY,DOMESTIC SH,
867,CAT,Male,KITTN OR PUPPY,0.04,ADOPTION,TREATABLE/REHAB,WHITE,BRN TABBY,DOMESTIC SH,
868,DOG,Male,TOY,5.97,ADOPTION,HEALTHY,WHITE,,CHIHUAHUA SH,
869,CAT,Male,KITTN OR PUPPY,0.04,ADOPTION,TREATABLE/REHAB,BRN TABBY,,DOMESTIC SH,
881,CAT,Male,KITTN OR PUPPY,0.04,ADOPTION,TREATABLE/REHAB,WHITE,BRN TABBY,DOMESTIC SH,
885,CAT,Male,MED,2.0,EUTHANIZE,UNTREATABLE,WHITE,BLACK,DOMESTIC MH,
888,CAT,Female,MED,14.01,EUTHANIZE,UNTREATABLE,TORTIE,BRN TABBY,DOMESTIC SH,
891,DOG,Male,LARGE,4.42,EUTHANIZE,UNTREATABLE,TAN,BLACK,ROTTWEILER,
892,CAT,Female,SMALL,13.99,EUTHANIZE,UNTREATABLE,TORTIE,,DOMESTIC SH,
893,CAT,Male,KITTN OR PUPPY,0.11,ADOPTION,HEALTHY,Other,,DOMESTIC SH,
896,CAT,Female,KITTN OR PUPPY,0.11,ADOPTION,HEALTHY,TORTIE,Other,DOMESTIC SH,
897,CAT,Female,KITTN OR PUPPY,0.11,ADOPTION,HEALTHY,GRAY,,DOMESTIC SH,
901,CAT,Male,SMALL,0.02,ADOPTION,HEALTHY,BRN TABBY,,DOMESTIC SH,
902,CAT,Male,KITTN OR PUPPY,0.02,ADOPTION,HEALTHY,WHITE,Other,DOMESTIC SH,
907,CAT,Male,SMALL,0.02,ADOPTION,HEALTHY,WHITE,Other,DOMESTIC SH,
908,DOG,Male,TOY,1.98,ADOPTION,HEALTHY,BLACK,,CHIHUAHUA SH,MIX
909,CAT,Female,SMALL,2.85,ADOPTION,HEALTHY,BRN TABBY,,DOMESTIC SH,
911,CAT,Male,KITTN OR PUPPY,0.12,ADOPTION,HEALTHY,LYNX PT,,SIAMESE,MIX
912,DOG,Male,LARGE,0.92,ADOPTION,HEALTHY,Other,,LABRADOR RETR,MIX
916,CAT,Male,KITTN OR PUPPY,0.12,ADOPTION,HEALTHY,WHITE,BLACK,DOMESTIC SH,
917,CAT,Female,SMALL,14.01,ADOPTION,UNTREATABLE,BRN TABBY,,DOMESTIC SH,
919,DOG,Female,MED,3.62,ADOPTION,HEALTHY,TAN,,PIT BULL,
921,DOG,Female,TOY,15.0,EUTHANIZE,UNTREATABLE,TAN,,CHIHUAHUA SH,
922,DOG,Male,MED,2.97,ADOPTION,HEALTHY,RED,BLACK,ROTTWEILER,MIX
924,DOG,Female,MED,2.02,ADOPTION,HEALTHY,BLACK,,LABRADOR RETR,BORDER COLLIE
931,DOG,Male,TOY,7.61,ADOPTION,HEALTHY,RED,,CHIHUAHUA SH,
932,DOG,Female,MED,4.0,ADOPTION,HEALTHY,TAN,,PARSON RUSS TER,BORDER COLLIE
933,DOG,Female,KITTN OR PUPPY,0.31,ADOPTION,HEALTHY,Other,,MIX,Other
939,DOG,Female,MED,2.83,ADOPTION,HEALTHY,BR BRINDLE,,PIT BULL,MIX
940,DOG,Male,LARGE,0.5,EUTHANIZE,HEALTHY,WHITE,BR BRINDLE,PIT BULL,
941,DOG,Female,SMALL,14.01,EUTHANIZE,TREATABLE/MANAGEABLE,WHITE,,POODLE MIN,
942,DOG,Male,LARGE,0.88,ADOPTION,TREATABLE/MANAGEABLE,WHITE,,LABRADOR RETR,Other
943,DOG,Female,LARGE,0.88,ADOPTION,TREATABLE/MANAGEABLE,WHITE,,LABRADOR RETR,Other
946,DOG,Male,KITTN OR PUPPY,0.16,ADOPTION,HEALTHY,WHITE,BLUE,PIT BULL,
947,DOG,Female,LARGE,2.0,ADOPTION,HEALTHY,TAN,BLACK,GERM SHEPHERD,
948,DOG,Male,LARGE,2.35,ADOPTION,HEALTHY,WHITE,BLACK,PIT BULL,
949,DOG,Female,SMALL,1.5,ADOPTION,HEALTHY,WHITE,BROWN,PARSON RUSS TER,
950,DOG,Female,LARGE,1.0,ADOPTION,TREATABLE/MANAGEABLE,WHITE,BROWN,LABRADOR RETR,Other
953,DOG,Unknown,KITTN OR PUPPY,1.98,EUTHANIZE,UNTREATABLE,TAN,BLACK,GERM SHEPHERD,MIX
954,DOG,Unknown,KITTN OR PUPPY,1.98,EUTHANIZE,UNTREATABLE,TAN,BLACK,GERM SHEPHERD,MIX
955,DOG,Unknown,KITTN OR PUPPY,1.98,EUTHANIZE,UNTREATABLE,GRAY,,GERM SHEPHERD,MIX
956,DOG,Unknown,KITTN OR PUPPY,1.98,EUTHANIZE,UNTREATABLE,TAN,BLACK,GERM SHEPHERD,MIX
957,DOG,Unknown,KITTN OR PUPPY,1.98,EUTHANIZE,UNTREATABLE,GRAY,,GERM SHEPHERD,MIX
958,DOG,Female,TOY,8.01,ADOPTION,HEALTHY,Other,,CHIHUAHUA SH,MIX
959,DOG,Female,TOY,14.99,EUTHANIZE,UNTREATABLE,WHITE,Other,CHIHUAHUA SH,MIX
960,CAT,Male,SMALL,14.0,EUTHANIZE,UNTREATABLE,WHITE,Other,MIX,Other
963,CAT,Male,SMALL,9.07,ADOPTION,HEALTHY,BRN TABBY,,DOMESTIC MH,
964,DOG,Female,SMALL,0.81,ADOPTION,HEALTHY,TAN,BLACK,Other,
965,DOG,Male,KITTN OR PUPPY,0.16,ADOPTION,HEALTHY,WHITE,BR BRINDLE,PIT BULL,
966,DOG,Male,SMALL,4.97,ADOPTION,TREATABLE/MANAGEABLE,TAN,,CHIHUAHUA SH,MIX
969,DOG,Male,TOY,0.97,ADOPTION,HEALTHY,WHITE,TAN,CHIHUAHUA SH,
972,DOG,Male,TOY,3.76,ADOPTION,HEALTHY,TAN,,CHIHUAHUA LH,
977,DOG,Male,TOY,1.97,ADOPTION,HEALTHY,TAN,BLACK,CHIHUAHUA SH,MIX
981,DOG,Female,MED,3.96,ADOPTION,HEALTHY,BLACK,,LABRADOR RETR,MIX
982,DOG,Female,LARGE,1.25,ADOPTION,HEALTHY,WHITE,BROWN,MIX,Other
986,DOG,Male,LARGE,1.49,EUTHANIZE,HEALTHY,WHITE,TAN,GERM SHEPHERD,MIX
989,CAT,Unknown,SMALL,1.98,EUTHANIZE,UNTREATABLE,ORG TABBY,,DOMESTIC SH,
990,CAT,Unknown,SMALL,1.98,EUTHANIZE,UNTREATABLE,WHITE,Other,DOMESTIC SH,
991,DOG,Female,SMALL,2.96,ADOPTION,HEALTHY,WHITE,BR BRINDLE,PIT BULL,Other
992,DOG,Male,LARGE,7.71,ADOPTION,HEALTHY,TRICOLOR,,AUST CATTLE DOG,MIX
995,DOG,Male,TOY,6.0,ADOPTION,HEALTHY,BROWN,BLACK,CHIHUAHUA SH,MIX
996,DOG,Male,MED,0.67,ADOPTION,HEALTHY,WHITE,BLACK,PIT BULL,MIX
998,CAT,Male,KITTN OR PUPPY,0.08,ADOPTION,TREATABLE/REHAB,WHITE,BRN TABBY,DOMESTIC SH,
1002,CAT,Female,KITTN OR PUPPY,0.08,ADOPTION,TREATABLE/REHAB,WHITE,GRAY,DOMESTIC SH,
1003,DOG,Female,LARGE,1.98,EUTHANIZE,UNTREATABLE,WHITE,BLACK,PIT BULL,MIX
1007,DOG,Male,TOY,2.58,ADOPTION,HEALTHY,WHITE,,CHIHUAHUA SH,
1008,DOG,Female,SMALL,2.75,ADOPTION,HEALTHY,WHITE,,MALTESE,MIX
1010,CAT,Male,MED,2.0,EUTHANIZE,UNTREATABLE,GRAY,,DOMESTIC MH,
1011,CAT,Female,LARGE,3.0,EUTHANIZE,UNTREATABLE,CALICO,,DOMESTIC LH,
1012,DOG,Female,TOY,2.98,ADOPTION,HEALTHY,WHITE,BROWN,CHIHUAHUA LH,
1013,DOG,Female,TOY,2.98,ADOPTION,HEALTHY,WHITE,BLACK,CHIHUAHUA LH,
1015,DOG,Male,SMALL,1.98,ADOPTION,HEALTHY,TRICOLOR,BLACK,MIN PINSCHER,CHIHUAHUA SH
1017,DOG,Male,LARGE,1.86,EUTHANIZE,UNTREATABLE,TRICOLOR,,Other,
1019,DOG,Female,SMALL,0.98,ADOPTION,HEALTHY,TAN,,PARSON RUSS TER,MIX
1022,DOG,Male,SMALL,2.12,ADOPTION,HEALTHY,WHITE,BLACK,PARSON RUSS TER,MIX
1026,DOG,Female,TOY,0.17,ADOPTION,HEALTHY,BROWN,,CHIHUAHUA SH,
1030,CAT,Female,SMALL,0.66,ADOPTION,HEALTHY,WHITE,BLACK,DOMESTIC SH,
1034,DOG,Male,MED,0.98,EUTHANIZE,TREATABLE/MANAGEABLE,WHITE,,PIT BULL,Other
1040,DOG,Female,MED,0.66,ADOPTION,HEALTHY,BROWN,BLACK,Other,
1045,DOG,Female,MED,0.81,ADOPTION,HEALTHY,Other,,MIX,Other
1048,CAT,Female,KITTN OR PUPPY,0.08,ADOPTION,HEALTHY,BLACK,,DOMESTIC SH,
1049,DOG,Male,LARGE,3.99,EUTHANIZE,HEALTHY,WHITE,BROWN,PIT BULL,MIX
1051,CAT,Male,KITTN OR PUPPY,0.07,ADOPTION,TREATABLE/REHAB,BLACK,,DOMESTIC SH,
1052,CAT,Male,KITTN OR PUPPY,0.08,ADOPTION,HEALTHY,BRN TABBY,,DOMESTIC SH,
1053,DOG,Male,MED,1.46,ADOPTION,HEALTHY,WHITE,BLACK,BORDER COLLIE,ALASKAN HUSKY
1054,CAT,Female,KITTN OR PUPPY,0.08,ADOPTION,HEALTHY,BRN TABBY,,DOMESTIC SH,
1056,CAT,Female,KITTN OR PUPPY,0.07,ADOPTION,TREATABLE/REHAB,BLACK,,DOMESTIC SH,
1057,CAT,Male,KITTN OR PUPPY,0.07,ADOPTION,TREATABLE/REHAB,BLACK,,DOMESTIC SH,
1059,CAT,Male,SMALL,1.98,EUTHANIZE,UNTREATABLE,BLACK,,DOMESTIC SH,
1060,DOG,Female,MED,3.0,EUTHANIZE,UNTREATABLE,WHITE,BLUE,PIT BULL,
1062,DOG,Male,LARGE,3.63,EUTHANIZE,UNTREATABLE,WHITE,BLACK,PIT BULL,MIX
1064,DOG,Female,LARGE,5.84,ADOPTION,HEALTHY,WHITE,Other,PIT BULL,BOXER
1065,DOG,Male,LARGE,1.65,ADOPTION,HEALTHY,WHITE,BLACK,PIT BULL,
